Constituency_Number,Constituency_Name,Total_Electors,Total_Votes_Polled,Position,Candidate_Name,Votes,Vote_Percentage,Party
73,Madhepura,317326,202102,5,Shashi Kumar,5534,2.7,Independent
73,Madhepura,317326,202102,6,Vikram Kumar,4293,2.1,Independent
73,Madhepura,317326,202102,7,Lalan Kumar,2825,1.4,Independent
73,Madhepura,317326,202102,8,Lalo Rishidev,1977,1.0,Independent
73,Madhepura,317326,202102,9,Suresh Kumar,1637,0.8,Independent
73,Madhepura,317326,202102,10,Amardeep Kumar,1285,0.6,Independent
73,Madhepura,317326,202102,11,Ravindra Kumar Sah,1218,0.6,Independent
73,Madhepura,317326,202102,12,Dinesh Yadav Urf Fauji,1133,0.6,Independent
73,Madhepura,317326,202102,13,Mandev Tanti,984,0.5,Independent
73,Madhepura,317326,202102,14,Ranbeer Ranjan,946,0.5,Independent
73,Madhepura,317326,202102,15,Sunil Kumar Suman,837,0.4,Proutist Sarva Samaj
73,Madhepura,317326,202102,16,Janeshwar Sharma,818,0.4,Log Jan Party - Secular
73,Madhepura,317326,202102,17,Gyandev Bachan,705,0.4,Lok Shakti Party (Loktantrik)
73,Madhepura,317326,202102,18,Upendra Kamat,516,0.3,Independent
74,Sonbarsha,297471,166655,1,Ratnesh Sada,67678,40.6,Janata Dal (United)
74,Sonbarsha,297471,166655,2,Tarni Rishideo,54212,32.5,Indian National Congress
74,Sonbarsha,297471,166655,3,Sarita Devi,13566,8.1,Lok Jan Shakti Party
74,Sonbarsha,297471,166655,4,Rajesh Ram,4893,2.9,Independent
74,Sonbarsha,297471,166655,5,Manoj Paswan,4790,2.9,Jan Adhikar Party (Loktantrik)
74,Sonbarsha,297471,166655,6,Sikandar Sada,3750,2.3,Independent
74,Sonbarsha,297471,166655,7,Ramesh Kumar Sharma,3382,2.0,Independent
74,Sonbarsha,297471,166655,8,Kiran Devi,2848,1.7,Bahujan Samaj Party
74,Sonbarsha,297471,166655,9,Manjay Kumar,2775,1.7,Independent
74,Sonbarsha,297471,166655,10,Bhumi Paswan,2547,1.5,Independent
74,Sonbarsha,297471,166655,11,Pawan Paswan,1792,1.1,Nationalist Congress Party
74,Sonbarsha,297471,166655,12,Amir Ram,1037,0.6,The Plurals Party
74,Sonbarsha,297471,166655,13,Upendra Ram,1037,0.6,Independent
74,Sonbarsha,297471,166655,14,Umesh Paswan,884,0.5,Jantantrik Lokhit Party
74,Sonbarsha,297471,166655,15,Prithvi Chandra Sada,759,0.5,Rashtriya Jansambhavna Party
74,Sonbarsha,297471,166655,16,Pranjal Ranjan Kumar Urf Dilkhush Paswan,705,0.4,Jantantrik Vikas Party
75,Saharsa,350424,221799,1,Alok Ranjan,103538,46.7,Bharatiya Janta Party
75,Saharsa,350424,221799,2,Lovely Anand,83859,37.8,Rashtriya Janata Dal
75,Saharsa,350424,221799,3,Kishor Kumar,12592,5.7,Independent
75,Saharsa,350424,221799,4,Ranjit Kumar Rana,9994,4.5,Independent
75,Saharsa,350424,221799,5,Siyaram Paswan,3276,1.5,Independent
75,Saharsa,350424,221799,6,Birendra Kumar,1545,0.7,Independent
75,Saharsa,350424,221799,7,Ranjan Priyadarshi,1505,0.7,Jan Adhikar Party (Loktantrik)
75,Saharsa,350424,221799,8,Bidhan Chandra Jha,1199,0.5,Nationalist Congress Party
75,Saharsa,350424,221799,9,Amar Kant Vats Urf Sohan Jha,907,0.4,Jantantrik Vikas Party
75,Saharsa,350424,221799,10,Rajesh Kumar Jha,845,0.4,The Plurals Party
75,Saharsa,350424,221799,11,Kamal Deo Sharma,738,0.3,Log Jan Party - Secular
75,Saharsa,350424,221799,12,Amit Kumar,658,0.3,Independent
75,Saharsa,350424,221799,13,Krishna Shekhar,613,0.3,Samajwadi Janata Dal Democratic
75,Saharsa,350424,221799,14,Vimlesh Kumar Singh,530,0.2,Nationalist Janshakti Party
76,Simri Bakhtiarpur,319702,195293,1,Yusuf Salahuddin,75684,38.8,Rashtriya Janata Dal
76,Simri Bakhtiarpur,319702,195293,2,Mukesh Sahani,73925,37.9,Vikassheel Insaan Party
76,Simri Bakhtiarpur,319702,195293,3,Sanjay Kumar Singh,6962,3.6,Lok Jan Shakti Party
76,Simri Bakhtiarpur,319702,195293,4,Umesh Chandra Bharti,5296,2.7,Aadarsh Mithila Party
76,Simri Bakhtiarpur,319702,195293,5,Khagesh Kumar Sah,4752,2.4,Independent
76,Simri Bakhtiarpur,319702,195293,6,Zafar Alam,4012,2.1,Jan Adhikar Party (Loktantrik)
76,Simri Bakhtiarpur,319702,195293,7,Ritesh Ranjan,2840,1.5,Independent
76,Simri Bakhtiarpur,319702,195293,8,Domi Sharma,2635,1.4,Independent
76,Simri Bakhtiarpur,319702,195293,9,Sulendra Das,2361,1.2,Independent
76,Simri Bakhtiarpur,319702,195293,10,Dhirendra Choudhary,2260,1.2,Aam Adhikar Morcha
76,Simri Bakhtiarpur,319702,195293,11,Rajesh Kumar,2159,1.1,Lokpriya Samaj Party
76,Simri Bakhtiarpur,319702,195293,12,Pintu Sharma,2137,1.1,Log Jan Party - Secular
76,Simri Bakhtiarpur,319702,195293,13,Sundaram,1704,0.9,Republican Party Of India (Athawale)
76,Simri Bakhtiarpur,319702,195293,14,Upendra Yadav,1669,0.9,Independent
76,Simri Bakhtiarpur,319702,195293,15,Paras Paswan,1545,0.8,Bahujan Mukti Party
76,Simri Bakhtiarpur,319702,195293,16,Hashim,1244,0.6,Samta Dal (Pragatisheel)
76,Simri Bakhtiarpur,319702,195293,17,Vinay Kumar Mishra,949,0.5,Nationalist Congress Party
76,Simri Bakhtiarpur,319702,195293,18,Upendra Sahani,912,0.5,Rashtriya Jansambhavna Party
76,Simri Bakhtiarpur,319702,195293,19,Sona Kumar,781,0.4,Bahujan Samaj Party
76,Simri Bakhtiarpur,319702,195293,20,Tarun Kumar Jha,546,0.3,Independent
76,Simri Bakhtiarpur,319702,195293,21,Bandan Kumar Singh,479,0.3,Independent
76,Simri Bakhtiarpur,319702,195293,22,Yogavir Roy,441,0.2,Independent
77,Mahishi,283973,172299,1,Gunjeshwar Sah,66316,38.5,Janata Dal (United)
77,Mahishi,283973,172299,2,Gautam Krishna,64686,37.5,Rashtriya Janata Dal
77,Mahishi,283973,172299,3,Abdur Razzaque,22110,12.8,Lok Jan Shakti Party
77,Mahishi,283973,172299,4,Yogendar Mukhiya,4743,2.8,Independent
77,Mahishi,283973,172299,5,Rama Shankar Singh,4338,2.5,Independent
77,Mahishi,283973,172299,6,Shivendra Kumar,3731,2.2,Rashtriya Lok Samta Party
77,Mahishi,283973,172299,7,Mohammad Arshad Hussain,1233,0.7,Bahujan Maha Party
77,Mahishi,283973,172299,8,Maharudra Jha,1210,0.7,Independent
77,Mahishi,283973,172299,9,Rajiv Kumar Yadav,856,0.5,Bhartiya Sablog Party
77,Mahishi,283973,172299,10,Rajiv Das,780,0.5,Bhartiya Mahasangh Party
77,Mahishi,283973,172299,11,Nehal Akhtar,629,0.4,Mazdoor Ekta Party
77,Mahishi,283973,172299,12,Tripurari Prasad Singh,503,0.3,The Plurals Party
77,Mahishi,283973,172299,13,Munna Mandal,413,0.2,Rashtriya Samaj Paksha
77,Mahishi,283973,172299,14,"Sunit Kumar Singh ""chauhan""",403,0.2,Nationalist Congress Party
77,Mahishi,283973,172299,15,Guddu Kumar,348,0.2,Rashtra Sewa Dal
78,Kusheshwar Asthan,238951,133339,1,Shashibhushan Hajari,53980,40.5,Janata Dal (United)
78,Kusheshwar Asthan,238951,133339,2,Dr. Ashok Kumar,46758,35.1,Indian National Congress
78,Kusheshwar Asthan,238951,133339,3,Poonam Kumari,13362,10.0,Lok Jan Shakti Party
78,Kusheshwar Asthan,238951,133339,4,Kameshwar Ram,3864,2.9,Independent
78,Kusheshwar Asthan,238951,133339,5,Yogi Chaupal,3489,2.6,Independent
78,Kusheshwar Asthan,238951,133339,6,Lal Mohar Sada,2117,1.6,Log Jan Party - Secular
78,Kusheshwar Asthan,238951,133339,7,Laxmi Paswan,2060,1.5,Rashtriya Lok Samta Party
78,Kusheshwar Asthan,238951,133339,8,Murari Paswan,1805,1.4,Jan Adhikar Party (Loktantrik)
78,Kusheshwar Asthan,238951,133339,9,Ganesh Kumar,1392,1.0,Independent
78,Kusheshwar Asthan,238951,133339,10,Renu Raj,1152,0.9,Rashtriya Janvikas Party (Democratic)
78,Kusheshwar Asthan,238951,133339,11,Abdhesh Paswan,877,0.7,Satya Bahumat Party
78,Kusheshwar Asthan,238951,133339,12,Anand Kumar,738,0.6,Rashtriya Jan Kalyan Party Secular
78,Kusheshwar Asthan,238951,133339,13,Dropadi Devi,684,0.5,Mazdoor Ekta Party
78,Kusheshwar Asthan,238951,133339,14,Chand Devi,590,0.4,Wazib Adhikar Party
78,Kusheshwar Asthan,238951,133339,15,Jay Jay Ram,471,0.4,Aam Janta Party Rashtriya
79,Gaura Bauram,240435,143530,1,Swarna Singh,59538,41.5,Vikassheel Insaan Party
79,Gaura Bauram,240435,143530,2,Afzal Ali Khan,52258,36.4,Rashtriya Janata Dal
79,Gaura Bauram,240435,143530,3,Rajeev Kumar Thakur,9123,6.4,Lok Jan Shakti Party
79,Gaura Bauram,240435,143530,4,Dr Izhar Ahmad,5485,3.8,Independent
79,Gaura Bauram,240435,143530,5,Rajni Mahato,3407,2.4,Independent
79,Gaura Bauram,240435,143530,6,Md Isarafil,1944,1.4,Independent
79,Gaura Bauram,240435,143530,7,Saroj Kumar Chaudhary,1685,1.2,Mithilanchal Mukti Morcha
79,Gaura Bauram,240435,143530,8,Chandan Kumar Mishra,1209,0.8,Independent
79,Gaura Bauram,240435,143530,9,Ajay Yadav,1175,0.8,Independent
79,Gaura Bauram,240435,143530,10,Tamanna Khan,1019,0.7,Nationalist Congress Party
79,Gaura Bauram,240435,143530,11,Kundan Prasad Shah,748,0.5,Aam Janmat Party
79,Gaura Bauram,240435,143530,12,Kamlesh Ray,635,0.4,The Plurals Party
79,Gaura Bauram,240435,143530,13,Shubh Kant Sada,627,0.4,Rashtriya Jan Kalyan Party Secular
79,Gaura Bauram,240435,143530,14,Satya Narayan Paswan,623,0.4,Mazdoor Ekta Party
79,Gaura Bauram,240435,143530,15,Vishwambhar Yadav,597,0.4,Jan Adhikar Party (Loktantrik)
79,Gaura Bauram,240435,143530,16,Rahul Kumar Jha,527,0.4,Independent
79,Gaura Bauram,240435,143530,17,Khawaja Mohammad Fakhruddin,449,0.3,Bhartiya Rashtriya Dal
79,Gaura Bauram,240435,143530,18,Shyam Sada,445,0.3,Independent
79,Gaura Bauram,240435,143530,19,Baiju Sahu,415,0.3,Wazib Adhikar Party
79,Gaura Bauram,240435,143530,20,Gaurav Kumar Singh,378,0.3,Independent
79,Gaura Bauram,240435,143530,21,Ramesh Kumar Pandit,354,0.3,Janata Dal (Secular)
79,Gaura Bauram,240435,143530,22,Ranjit Sahni,353,0.3,Bahujan Mukti Party
79,Gaura Bauram,240435,143530,23,Randheer Kumar,279,0.2,Independent
79,Gaura Bauram,240435,143530,24,Sanjay Kumar Yadav,257,0.2,Independent
80,Benipur,279568,158807,1,Binay Kumar Choudhary,61416,38.7,Janata Dal (United)
80,Benipur,279568,158807,2,Mithilesh Kumar Choudhary,54826,34.5,Indian National Congress
80,Benipur,279568,158807,3,Kamal Ram Vinod Jha,17616,11.1,Lok Jan Shakti Party
80,Benipur,279568,158807,4,Ram Kumar Jha,6221,3.9,Independent
80,Benipur,279568,158807,5,Rajeev Kumar,4641,2.9,Rashtriya Lok Samta Party
80,Benipur,279568,158807,6,Sanjeet Kumar,3741,2.4,Independent
80,Benipur,279568,158807,7,Saguni Ray,3082,1.9,Independent
80,Benipur,279568,158807,8,Nathuni Ram,1929,1.2,Wazib Adhikar Party
80,Benipur,279568,158807,9,Rajesh Kumar Mishra,1576,1.0,Jan Adhikar Party (Loktantrik)
80,Benipur,279568,158807,10,Ranjeet Kumar Jha,967,0.6,Independent
80,Benipur,279568,158807,11,Manoj Kumar,889,0.6,Independent
80,Benipur,279568,158807,12,Sanjeev Jha,757,0.5,Shiv Sena
80,Benipur,279568,158807,13,Mithlesh Yadav,608,0.4,Independent
80,Benipur,279568,158807,14,Md. Quamrul Hoda,538,0.3,Independent
81,Alinagar,264163,155218,1,Mishri Lal Yadav,61082,39.4,Vikassheel Insaan Party
81,Alinagar,264163,155218,2,Binod Mishra,57981,37.4,Rashtriya Janata Dal
81,Alinagar,264163,155218,3,Sanjay Kumar Singh,9737,6.3,Jan Adhikar Party (Loktantrik)
81,Alinagar,264163,155218,4,Raj Kumar Jha,8850,5.7,Lok Jan Shakti Party
81,Alinagar,264163,155218,5,Fakira Paswan,4468,2.9,Independent
81,Alinagar,264163,155218,6,Md Naseem Azam Siddiqui,2413,1.6,Independent
81,Alinagar,264163,155218,7,Shambhu Mishra,2178,1.4,Independent
81,Alinagar,264163,155218,8,Sulekha Devi,1938,1.3,Independent
81,Alinagar,264163,155218,9,Mohammad Jamir,1705,1.1,Wazib Adhikar Party
81,Alinagar,264163,155218,10,Md Nasar Nabab,1576,1.0,Samajwadi Janata Dal Democratic
81,Alinagar,264163,155218,11,Farhan Alam,1275,0.8,Loktantrik Janshakti Party
81,Alinagar,264163,155218,12,Rajipal Jha,1087,0.7,Independent
81,Alinagar,264163,155218,13,Vinod Yadav,928,0.6,Rashtravadi Janata Party
82,Darbhanga Rural,275616,153411,1,Lalit Kumar Yadav,64929,42.3,Rashtriya Janata Dal
82,Darbhanga Rural,275616,153411,2,Faraz Fatmi,62788,40.9,Janata Dal (United)
82,Darbhanga Rural,275616,153411,3,Pradeep Kumar Thakur,17605,11.5,Lok Jan Shakti Party
82,Darbhanga Rural,275616,153411,4,Deo Narayan Gupta,3032,2.0,Independent
82,Darbhanga Rural,275616,153411,5,Azizur Rahaman,2088,1.4,Independent
82,Darbhanga Rural,275616,153411,6,Sunil Kumar Mandal,1659,1.1,Bahujan Samaj Party
82,Darbhanga Rural,275616,153411,7,Rakesh Kumar Mandal,1310,0.9,Rashtriya Jansambhavna Party
83,Darbhanga,294850,169937,1,Sanjay Saraogi,84144,49.5,Bharatiya Janta Party
83,Darbhanga,294850,169937,2,Amar Nath Gami,73505,43.3,Rashtriya Janata Dal
83,Darbhanga,294850,169937,3,Shankar Kumar Jha,2757,1.6,Independent
83,Darbhanga,294850,169937,4,Mahendra Lal Das,2152,1.3,Independent
83,Darbhanga,294850,169937,5,Sujeet Kumar Chaudhary,2093,1.2,Janata Party
83,Darbhanga,294850,169937,6,Mithilesh Chandra Sahni,1348,0.8,Independent
83,Darbhanga,294850,169937,7,Siya Ram Paswan,1045,0.6,Jan Adhikar Party (Loktantrik)
83,Darbhanga,294850,169937,8,Md. Amjad Khan,710,0.4,Samajwadi Janata Dal Democratic
83,Darbhanga,294850,169937,9,Nooruddin Zangi,523,0.3,Social Democratic Party Of India
83,Darbhanga,294850,169937,10,Sanjay Kumar Roy,257,0.2,Rashtriya Unnati Party
83,Darbhanga,294850,169937,11,Santosh Kumar Purve,238,0.1,Rashtriya Jan Vikas Party
83,Darbhanga,294850,169937,12,Vijayshree Prasad,212,0.1,Republican Party Of India (Athawale)
83,Darbhanga,294850,169937,13,Sanjay Kumar Jha,170,0.1,Independent
83,Darbhanga,294850,169937,14,Raushendra Kumar,159,0.1,Bhartiya Lok Chetna Party
83,Darbhanga,294850,169937,15,Mohammad Mojahid,157,0.1,Socialist Unity Centre Of India (COMMUNIST)
83,Darbhanga,294850,169937,16,Md. Pintu Khan,135,0.1,Loktantrik Janshakti Party
83,Darbhanga,294850,169937,17,Raj Kumar Mahto,119,0.1,Yuva Krantikari Party
83,Darbhanga,294850,169937,18,Lal Babu Mahto,117,0.1,All India Forward Bloc
83,Darbhanga,294850,169937,19,Mahendra Kumar Paswan,96,0.1,Bhartiya Garibmazdoor Party
84,Hayaghat,232902,139517,1,Ram Chandra Prasad,67030,48.0,Bharatiya Janta Party
84,Hayaghat,232902,139517,2,Bhola Yadav,56778,40.7,Rashtriya Janata Dal
84,Hayaghat,232902,139517,3,Abdus Salam Khan,4898,3.5,Jan Adhikar Party (Loktantrik)
84,Hayaghat,232902,139517,4,Ravindra Nath Singh,4575,3.3,Independent
84,Hayaghat,232902,139517,5,Geeta Devi,1729,1.2,Independent
84,Hayaghat,232902,139517,6,Paramajit Kumar,1241,0.9,Independent
84,Hayaghat,232902,139517,7,Janki Nandan Chaudhary,1124,0.8,Independent
84,Hayaghat,232902,139517,8,Rushan Nayak,1093,0.8,Bahujan Samaj Party
84,Hayaghat,232902,139517,9,Om Prakash Mandal,708,0.5,Rashtriya Jan Vikas Party
84,Hayaghat,232902,139517,10,Ganesh Kumar Choudhary,341,0.2,Yuva Krantikari Party
85,Bahadurpur,290013,174138,1,Madan Sahni,68538,39.4,Janata Dal (United)
85,Bahadurpur,290013,174138,2,Ramesh Choudhary,65909,37.9,Rashtriya Janata Dal
85,Bahadurpur,290013,174138,3,Devendra Kumar Jha,16873,9.7,Lok Jan Shakti Party
85,Bahadurpur,290013,174138,4,Binay Kumar Singh,4938,2.8,Independent
85,Bahadurpur,290013,174138,5,Baldeo Ram,3570,2.1,Independent
85,Bahadurpur,290013,174138,6,Vikram Singh,2443,1.4,Bhartiya Sablog Party
85,Bahadurpur,290013,174138,7,Mahendra Sahani,2288,1.3,Independent
85,Bahadurpur,290013,174138,8,Ram Prabhanjan Choudhary,1699,1.0,Rashtriya Jan Jan Party
85,Bahadurpur,290013,174138,9,Mohammad Salauddin,1577,0.9,Bahujan Samaj Party
85,Bahadurpur,290013,174138,10,Rohit Kumar Paswan,1531,0.9,Aazad Samaj Party (Kanshi Ram)
85,Bahadurpur,290013,174138,11,Arun Thakur,1302,0.8,Log Jan Party - Secular
85,Bahadurpur,290013,174138,12,Krishna Kumar Das,1106,0.6,Rashtriya Jan Vikas Party
85,Bahadurpur,290013,174138,13,Birendra Kumar Paswan,1041,0.6,Vanchit Bahujan Aaghadi
85,Bahadurpur,290013,174138,14,Priyanka Singh,811,0.5,The Plurals Party
85,Bahadurpur,290013,174138,15,Manish Kumar,512,0.3,Bhartiya Garibmazdoor Party
86,Keoti,280236,160393,1,Murari Mohan Jha,76372,48.3,Bharatiya Janta Party
86,Keoti,280236,160393,2,Abdul Bari Siddiqui,71246,45.1,Rashtriya Janata Dal
86,Keoti,280236,160393,3,Yogesh Ranjan,3304,2.1,Independent
86,Keoti,280236,160393,4,Faiyazur Rahman,1528,1.0,Samajwadi Janata Dal Democratic
86,Keoti,280236,160393,5,Sanjeev Kumar Himanshu,1291,0.8,Independent
86,Keoti,280236,160393,6,Manikant Mani,1217,0.8,Independent
86,Keoti,280236,160393,7,Chand Babu Rehman,1161,0.7,Nationalist Congress Party
86,Keoti,280236,160393,8,Madhu Ranjan Prasad,896,0.6,Rashtriya Janshakti Party (Secular)
86,Keoti,280236,160393,9,Md. Samiullah Khan,817,0.5,Jan Adhikar Party (Loktantrik)
86,Keoti,280236,160393,10,Deepak Kumar Jha,800,0.5,Independent
86,Keoti,280236,160393,11,Bhola Sahu,798,0.5,Independent
86,Keoti,280236,160393,12,Priyanka Kumari,366,0.2,Independent
86,Keoti,280236,160393,13,Madhav Kumar Chaudhary,257,0.2,The Plurals Party
86,Keoti,280236,160393,14,Shekhar Kumar,190,0.1,Rashtriya Jan Vikas Party
86,Keoti,280236,160393,15,Mahesh Purwe,150,0.1,Bharat Jan Jagran Dal
87,Jale,297301,165548,1,Jibesh Kumar,87376,52.8,Bharatiya Janta Party
87,Jale,297301,165548,2,Maskoor Ahmad Usmani,65580,39.6,Indian National Congress
87,Jale,297301,165548,3,Rangnath Thakur,3086,1.9,Independent
87,Jale,297301,165548,4,Aman Kumar Jha,1949,1.2,Jan Adhikar Party (Loktantrik)
87,Jale,297301,165548,5,Mahesh Kumar Jha,1819,1.1,Independent
87,Jale,297301,165548,6,Najir Ahmad Ansari,1801,1.1,Nationalist Congress Party
87,Jale,297301,165548,7,Bimlesh Kumar Thakur,975,0.6,Independent
87,Jale,297301,165548,8,Saiyad Md. Mahtab Alam,858,0.5,Independent
87,Jale,297301,165548,9,Mohammad Arshad Siddiqui,698,0.4,Independent
87,Jale,297301,165548,10,Mohammad Mahbub Alam,640,0.4,Social Democratic Party Of India
87,Jale,297301,165548,11,Priya Ranjan Thakur,460,0.3,Samata Party
87,Jale,297301,165548,12,Satish Kumar,306,0.2,Rashtriya Jan Vikas Party
88,Gaighat,300031,179336,1,Niranjan Roy,59778,33.3,Rashtriya Janata Dal
88,Gaighat,300031,179336,2,Komal Singh,36851,20.6,Lok Jan Shakti Party
88,Gaighat,300031,179336,3,Maheshwar Pd Yadav,52212,29.1,Janata Dal (United)
88,Gaighat,300031,179336,4,Vijay Ranjan,476,0.3,Independent
88,Gaighat,300031,179336,5,Subodh Kumar Singh,2260,1.3,The Plurals Party
88,Gaighat,300031,179336,6,Kumar Alok,1355,0.8,Independent
88,Gaighat,300031,179336,7,Subhash Chaudhary,2606,1.5,Independent
88,Gaighat,300031,179336,8,Ayush Sahni Urf Mukesh Sahni,843,0.5,Lok Chetna Dal
88,Gaighat,300031,179336,9,Alok Kumar,346,0.2,Janhit Kisan Party
88,Gaighat,300031,179336,10,Chuliya Devi,305,0.2,Aapki Apni Adhikar Party
88,Gaighat,300031,179336,11,Pravhu Shani,267,0.2,Bajjikanchal Vikas Party
88,Gaighat,300031,179336,12,Bharat Paswan,398,0.2,Bahujan Mukti Party
88,Gaighat,300031,179336,13,Ranjan Kumar,521,0.3,Samata Party
88,Gaighat,300031,179336,14,Rajpal Das,979,0.6,Rashtriya Jan Vikas Party
88,Gaighat,300031,179336,15,Rizwanul Haque,380,0.2,Bhartiya Lokmat Rashtrwadi Party
88,Gaighat,300031,179336,16,Lalita Singh,861,0.5,Jan Adhikar Party (Loktantrik)
88,Gaighat,300031,179336,17,Vikash Kumar,1536,0.9,Rashtriya Jan Jan Party
88,Gaighat,300031,179336,18,Vipalav Kumar Paswan,2466,1.4,Aam Janmat Party
88,Gaighat,300031,179336,19,Shubhankar Kumar Singh,2015,1.1,All India Forward Bloc
88,Gaighat,300031,179336,20,Sudhir Kumar Jha,3019,1.7,Janata Party
88,Gaighat,300031,179336,21,Ganesh Jha,3142,1.8,Independent
88,Gaighat,300031,179336,22,Ghulam Ahmad Raza,554,0.3,Independent
88,Gaighat,300031,179336,23,Thakur Dhananjay Singh,236,0.1,Independent
88,Gaighat,300031,179336,24,Deepak Ray Urf Bipat Ray,185,0.1,Independent
88,Gaighat,300031,179336,25,Md Naijul Ansari,295,0.2,Independent
88,Gaighat,300031,179336,26,Prince Kumar,305,0.2,Independent
88,Gaighat,300031,179336,27,Vinay Kumar,680,0.4,Independent
88,Gaighat,300031,179336,28,Binod Mahaseth,272,0.2,Independent
88,Gaighat,300031,179336,29,Vindeshwar Mahto,1030,0.6,Independent
88,Gaighat,300031,179336,30,Shiv Shankar Kumar Bharti,1098,0.6,Independent
88,Gaighat,300031,179336,31,Suresh Sahani,2065,1.2,Independent
89,Aurai,293219,170654,1,Ram Surat Kumar,90479,53.0,Bharatiya Janta Party
89,Aurai,293219,170654,2,Md. Aftab Alam,42613,25.0,Communist Party Of India (Marxist-Leninist) (Liberation)
89,Aurai,293219,170654,3,Akhilesh Kumar,10132,5.9,Independent
89,Aurai,293219,170654,4,Surendra Kumar,8351,4.9,Independent
89,Aurai,293219,170654,5,Bimal Devi,3557,2.1,Bhartiya Chetna Party
89,Aurai,293219,170654,6,Dinbandhu Kumar,2718,1.6,Rashtriya Jan Jan Party
89,Aurai,293219,170654,7,Ashok Kumar Jha,2286,1.3,Garib Janshakti Party
89,Aurai,293219,170654,8,Dinesh Das,2191,1.3,Bahujan Samaj Party
89,Aurai,293219,170654,9,Anish Kumar,1909,1.1,Janata Dal (Secular)
89,Aurai,293219,170654,10,Mohan Kumar,1859,1.1,Independent
89,Aurai,293219,170654,11,Ritesh Kumar Alias Binod Yadav,1380,0.8,The Plurals Party
89,Aurai,293219,170654,12,Nageshwar Prasad Singh,1032,0.6,Independent
89,Aurai,293219,170654,13,Ram Narayan Roy,798,0.5,Bajjikanchal Vikas Party
89,Aurai,293219,170654,14,Pradeep Kumar Singh,681,0.4,Shiv Sena
89,Aurai,293219,170654,15,Amit Kumar,668,0.4,Hindu Samaj Party
90,Minapur,264649,177911,1,Rajeev Kumar,60018,33.7,Rashtriya Janata Dal
90,Minapur,264649,177911,2,Manoj Kumar,44506,25.0,Janata Dal (United)
90,Minapur,264649,177911,3,Ajay Kumar,43496,24.5,Lok Jan Shakti Party
90,Minapur,264649,177911,4,Ramesh Kumar,4086,2.3,Independent
90,Minapur,264649,177911,5,Veena Yadav,3718,2.1,Jan Adhikar Party (Loktantrik)
90,Minapur,264649,177911,6,Santosh Shahi,3047,1.7,Bhartiya Panchyat Party
90,Minapur,264649,177911,7,Kanchan Sahni,2521,1.4,Independent
90,Minapur,264649,177911,8,Mukesh Kumar Ranjan,2219,1.3,Independent
90,Minapur,264649,177911,9,Lalita Kumari,2204,1.2,Independent
90,Minapur,264649,177911,10,Prabhu Kushwaha,2059,1.2,Rashtriya Lok Samta Party
90,Minapur,264649,177911,11,Akhileshwar Singh,1988,1.1,Jai Maha Bharath Party
90,Minapur,264649,177911,12,Santosh Kumar,1736,1.0,Independent
90,Minapur,264649,177911,13,Santosh Kumar,1330,0.8,Independent
90,Minapur,264649,177911,14,Umesh Thakur,1019,0.6,Yuva Krantikari Party
90,Minapur,264649,177911,15,Birendra Kumar Yadav,954,0.5,Lok Chetna Dal
90,Minapur,264649,177911,16,Binay Kumar Singh,855,0.5,Independent
90,Minapur,264649,177911,17,Birendra Kumar,714,0.4,Rashtriya Jansambhavna Party
90,Minapur,264649,177911,18,Tamanna Hashmi,614,0.4,Azad Samaj Party
90,Minapur,264649,177911,19,Bharti Devi,432,0.2,Bhartiya Sanyukt Kisan Party
90,Minapur,264649,177911,20,Poonam,395,0.2,Samata Party
91,Bochaha,270722,179110,1,Musafir Paswan,77837,43.5,Vikassheel Insaan Party
91,Bochaha,270722,179110,2,Ramai Ram,66569,37.2,Rashtriya Janata Dal
91,Bochaha,270722,179110,3,Amar Azad,8232,4.6,Lok Jan Shakti Party
91,Bochaha,270722,179110,4,Rajesh Kumar,3772,2.1,Bahujan Mukti Party
91,Bochaha,270722,179110,5,Rudal Ram,3398,1.9,Independent
91,Bochaha,270722,179110,6,Deep Lal Ram,3260,1.8,Independent
91,Bochaha,270722,179110,7,Uday Chaudhary,2948,1.7,Independent
91,Bochaha,270722,179110,8,Sanju Devi,2641,1.5,Rashtriya Jan Jan Party
91,Bochaha,270722,179110,9,Jai Chandra Ram,2353,1.3,Independent
91,Bochaha,270722,179110,10,Rajgeer Paswan,2143,1.2,Bajjikanchal Vikas Party
91,Bochaha,270722,179110,11,Lal Babu Paswan,1809,1.0,Bahujan Samaj Party
91,Bochaha,270722,179110,12,Abhimanyu Kumar,1604,0.9,The Plurals Party
91,Bochaha,270722,179110,13,Chandan Kumar Paswan,1460,0.8,Jan Adhikar Party (Loktantrik)
91,Bochaha,270722,179110,14,Priti Bharti,1084,0.6,Nationalist Congress Party
92,Sakra,254137,162730,1,Ashok Kumar Chodhary,67265,41.3,Janata Dal (United)
92,Sakra,254137,162730,2,Umesh Kumar Ram,65728,40.4,Indian National Congress
92,Sakra,254137,162730,3,Sanjay Paswan,13528,8.3,Lok Jan Shakti Party
92,Sakra,254137,162730,4,Suresh Mhato,3288,2.0,Independent
92,Sakra,254137,162730,5,Shiv Lal Paswan,2690,1.7,Independent
92,Sakra,254137,162730,6,Raj Kumar Choudhary,2277,1.4,Bhartiya Party (Loktantrik)
92,Sakra,254137,162730,7,Suresh Kumar,1936,1.2,Jan Adhikar Party (Loktantrik)
